codigo_unidade,ano_previsao,demanda_prevista_inscritos,demanda_prevista_efetiva,demanda_efetiva_p025,demanda_efetiva_p975,capacidade_ano_anterior
2010,2026,,82.23387643313058,,,
625615,2026,,81.99877923115986,,,
10079,2026,,81.98656049542875,,,
103606,2026,,81.58752677397058,,,
4014,2026,,80.91492466598697,,,
102605,2026,,80.76355180271769,,,
313802,2026,,80.53612391352318,,,
817602,2026,,80.0888369706588,,,
7001,2026,,79.90876024161865,,,
2060,2026,,79.80634582129534,,,
2004,2026,,79.54010398480504,,,
918838,2026,,79.15040973222375,,,
2053,2026,,78.86396846021236,,,
1019602,2026,,78.81724043127589,,,
514605,2026,,78.24255418905125,,,
2056,2026,,78.16592541461918,,,
11008,2026,,78.03372644435214,,,
